nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgatt;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
7061801;597107;70618;Viña Chocalán;Gran Reserva Pinot Noir;171.00;;750.00;228.00;01/08/2011;0;Rött vin;;;Flaska;;Maipo;Chile;Viña Chocalán;Sydamerikaviner HB;2009;;14.00%;BS;Övrigt sortiment;0;0;;0;
7072601;597110;70726;Viña Chocalán;Gran Reserva Blend;171.00;;750.00;228.00;01/08/2011;0;Rött vin;;;Flaska;;Maipo;Chile;Viña Chocalán;Sydamerikaviner HB;2008;;14.00%;BS;Övrigt sortiment;0;0;;0;
7078701;597113;70787;Viña Chocalán;Rosé Selección;62.00;;750.00;82.67;01/08/2011;0;Rosévin;;;Flaska;;Maipo;Chile;Viña Chocalán;Sydamerikaviner HB;2010;;13.50%;BS;Övrigt sortiment;0;0;;0;
7095101;597116;70951;Viña Chocalán;Carmenère Selección;82.00;;750.00;109.33;01/08/2011;0;Rött vin;;;Flaska;;Maipo;Chile;Viña Chocalán;Sydamerikaviner HB;2009;;14.00%;BS;Övrigt sortiment;0;0;;0;
8918503;597122;89185;Tuborg Grön;;9.90;0.60;330.00;30.00;01/08/2011;0;Öl;Ljus lager;Internationell stil;Flaska;;;Internationellt märke;Carlsberg Sverige AB;Carlsberg Sverige AB;;;4.20%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
7085101;597177;70851;Marqués de Arienzo;Crianza;59.00;;750.00;78.67;01/08/2011;0;Rött vin;Kryddigt & Mustigt;;Flaska;;Rioja;Spanien;Marqués de Riscal;Nigab;2008;;13.50%;BS;Övrigt sortiment;0;0;;0;
7088701;597264;70887;Malvasia di Casorzo;Dolce;102.00;;750.00;136.00;01/08/2011;0;Rött vin;Sött;;Flaska;;Piemonte;Italien;Cantina Sociale di Casorzo;GustaVino AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7089801;597315;70898;Domaine Saint Préfert;Réserve Auguste Favier Châteauneuf du Pape;339.00;;750.00;452.00;01/08/2011;0;Rött vin;;;Flaska;;Rhonedalen;Frankrike;Domaine Saint Prefert;Bristly Wine Agents AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7092701;597363;70927;Rust en Vrede;1694;799.00;;750.00;1065.33;01/08/2011;0;Rött vin;;;Flaska;;Western Cape;Sydafrika;Rust en Vrede Estate;The WineAgency Sweden AB;2007;;15.00%;BS;Övrigt sortiment;0;0;;0;
8630602;597502;86306;Grappa;Monovitigno di Aleatico;470.00;;500.00;940.00;01/08/2011;0;Grappa och Marc;Grappa;;Flaska;;;Italien;Acquabona;GustaVino AB;2011;;42.00%;BS;Övrigt sortiment;0;0;;0;
7068301;597505;70683;Bonsai;Shiraz;245.00;;750.00;326.67;01/08/2011;0;Rött vin;;;Flaska;;South Australia;Australien;Berton Vineyard;Hermansson & Co AB;2012;;15.50%;BS;Övrigt sortiment;0;0;;0;
7092601;597512;70926;Bishop;Shiraz;249.00;;750.00;332.00;01/08/2011;0;Rött vin;;;Flaska;;South Australia;Australien;Glaetzer Wines;Prime Wine Sweden AB;2015;;15.00%;BS;Övrigt sortiment;0;0;;0;
7074601;597773;70746;Chateau Maris;La Touge Syrah;139.00;;750.00;185.33;01/08/2011;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Domaine des Comtes Mediterraneens;Ward Wines AB;2013;;14.50%;BS;Övrigt sortiment;1;0;;0;
7074801;597804;70748;Chateau Maris;Les Planels Syrah;171.00;;750.00;228.00;01/08/2011;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Domaine des Comtes Mediterraneens;Ward Wines AB;2013;;15.00%;BS;Övrigt sortiment;1;0;;0;
7091001;597881;70910;Poggio Cappone;Chianti;104.00;;750.00;138.67;01/08/2011;0;Rött vin;;;Flaska;;Toscana;Italien;Poggio Capponi;Vinlusen AB;2009;;13.00%;BS;Övrigt sortiment;0;0;;0;
8664901;598541;86649;Mount Gay Rum;Extra Old;510.00;;700.00;728.57;01/09/2011;0;Rom;Mörk;;Flaska;;;Barbados;Mount Gay;Nigab;;;43.00%;BS;Övrigt sortiment;0;0;;0;
625201;598667;6252;Glen Ellen;White Zinfandel Reserve;39.00;;750.00;52.00;11/08/2011;0;Rosévin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Kalifornien;USA;Concannon Vineyard;Winepartners Nordic AB;2014;;10.00%;BS;Övrigt sortiment;0;0;;0;Zinfandel.
630701;598718;6307;Chablis;Clotilde Davenne;169.00;;750.00;225.33;29/08/2011;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Bourgogne;Frankrike;Clotilde Davenne;Terrific Wines AB;2015;;12.50%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
8742801;598773;87428;Bacardi;Oakheart;239.00;;700.00;341.43;01/09/2011;0;Smaksatt sprit;;;Flaska;;;Internationellt märke;Bacardi;Bacardi AB;;;35.00%;BS;Övrigt sortiment;0;0;;0;
8515701;598846;85157;The Dalmore;18 Years;1499.00;;700.00;2141.43;01/09/2011;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Dalmore Distillery;Arcus Sweden AB;;;43.00%;BS;Övrigt sortiment;0;0;;0;
259001;598914;2590;M de Minuty;Rosé;119.00;;750.00;158.67;03/08/2011;0;Rosévin;Friskt & Bärigt;;Flaska;Plastkork/syntetkork;Provence;Frankrike;Château Minuty;Ward Wines AB;2016;;13.00%;FS;Ordinarie sortiment;0;0;;0;
7091501;598941;70915;Palataia;Pinot Noir;114.00;;750.00;152.00;01/09/2011;0;Rött vin;;;Flaska;;Pfalz;Tyskland;GP Winery;Oenoforos AB;2012;;13.00%;BS;Övrigt sortiment;0;0;;0;
7060401;599018;70604;Codronchio;;169.00;;750.00;225.33;01/09/2011;0;Vitt vin;;;Flaska;;Emilia-Romagna;Italien;Monticino Rosso;Handpicked Wines Sweden AB;2013;;14.00%;BS;Övrigt sortiment;0;0;;0;
762802;599131;7628;Pongrácz;Brut;79.00;;375.00;210.67;01/10/2011;0;Mousserande vin;Vitt Torrt;;Flaska;Naturkork;Western Cape;Sydafrika;Bergkelder;janake wine group AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7081501;599144;70815;Erse;Etna Rosso;199.00;;750.00;265.33;01/09/2011;0;Rött vin;;;Flaska;;Sicilien;Italien;Tenuta di Fessina;Handpicked Wines Sweden AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
7085201;599153;70852;Birichino;Malvasia Bianca;159.00;;750.00;212.00;01/09/2011;0;Vitt vin;;;Flaska;;Kalifornien;USA;Birichino Amici;Handpicked Wines Sweden AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7096001;599156;70960;Birichino;Grenache Besson Vineyard;199.00;;750.00;265.33;01/09/2011;0;Rött vin;;;Flaska;;Kalifornien;USA;Birichino Amici;Handpicked Wines Sweden AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
7009101;599296;70091;Valdueza;;104.00;;750.00;138.67;01/09/2011;0;Rött vin;;;Flaska;;Extremadura;Spanien;Bodega Perales;Vinlusen AB;2008;;14.00%;BS;Övrigt sortiment;0;0;;0;
8927806;599891;89278;Carlsberg Export;;1805.90;625.00;30000.00;60.20;01/09/2011;0;Öl;Ljus lager;Internationell stil;Fat;;;Internationellt märke;Carlsberg Sverige AB;Carlsberg Sverige AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
2213801;600231;22138;Les Fumées Blanches;Rosé;89.00;;750.00;118.67;11/08/2011;0;Rosévin;Friskt & Bärigt;;Flaska;Skruvkapsyl;;Frankrike;François Lurton;The WineAgency Sweden AB;2016;;12.00%;FS;Ordinarie sortiment;0;0;;0;Sauvignon gris.
9933101;600263;99331;Chambertin Clos de Bèze;Grand Cru;1769.00;;750.00;2358.67;01/09/2011;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Louis Jadot;Vinunic AB;2008;;13.00%;TSE;Små partier;0;0;;0;
7069602;600440;70696;Recioto della Valpolicella;Musella;249.00;;375.00;664.00;01/09/2011;0;Rött vin;Sött;;Flaska;;Venetien;Italien;Musella;Enjoy Wine & Spirits AB;2012;;15.00%;BS;Övrigt sortiment;0;0;;0;
8928006;600527;89280;TT;;1295.00;625.00;30000.00;43.17;01/09/2011;0;Öl;Ljus lager;Internationell stil;Fat;;Stockholms län;Sverige;Three Towns Ind Brewers;Galatea AB;;;4.50%;BS;Övrigt sortiment;0;0;;0;
8928106;600530;89281;Three Towns;Premium Lager;1395.00;625.00;30000.00;46.50;01/09/2011;0;Öl;Ljus lager;Internationell stil;Fat;;Stockholms län;Sverige;Three Towns Ind Brewers;Galatea AB;;;5.20%;BS;Övrigt sortiment;0;0;;0;
7064001;600555;70640;Château du Grand Bos;;348.00;;750.00;464.00;01/09/2011;0;Rött vin;;;Flaska;;Bordeaux;Frankrike;;ClosProbus KB;2005;;12.50%;BS;Övrigt sortiment;0;0;;0;
7099901;600564;70999;Château Plégat-la Gravière;;199.00;;750.00;265.33;01/09/2011;0;Vitt vin;;;Flaska;;Bordeaux;Frankrike;;ClosProbus KB;2007;;12.00%;BS;Övrigt sortiment;0;0;;0;
7088102;600644;70881;Domaines Schlumberger Cuvée Christine;Gewurztraminer Vendange Tardive;249.00;;375.00;664.00;01/09/2011;0;Vitt vin;Sött;;Flaska;;Alsace;Frankrike;Domaines Schlumberger;Enjoy Wine & Spirits AB;2012;;13.00%;BS;Övrigt sortiment;0;0;;0;
7017901;600650;70179;Gevrey-Chambertin;Premier Cru Lavaux St-Jacques;551.00;;750.00;734.67;01/09/2011;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Domaine Tortochot;ClosProbus KB;2014;;13.50%;BS;Övrigt sortiment;1;0;;0;
7014801;600653;70148;Gevrey-Chambertin;Les Corvées;359.00;;750.00;478.67;01/09/2011;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Domaine Tortochot;ClosProbus KB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
9048009;601104;90480;Fernando de Castilla;Sherry Box;897.00;;1500.00;598.00;01/12/2011;0;Sherry;;;3 fl à 500 ml;;Jerez;Spanien;Bodegas Rey Fernando de Castilla;Freixenet Nordic AB;;;18.00%;TSE;Små partier;0;0;;0;
626201;601205;6262;Villa Maria;Sauvignon Blanc;109.00;;750.00;145.33;05/09/2011;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Villa Maria Estate;Fondberg;2016;;13.00%;FS;Ordinarie sortiment;1;0;;0;
532802;601657;5328;Monti Garbi;Ripasso;72.00;;375.00;192.00;01/10/2011;0;Rött vin;Kryddigt & Mustigt;;Flaska;Naturkork;Venetien;Italien;Tenuta Sant' Antonio;Johan Lidby Vinhandel AB;2014;;14.00%;FS;Ordinarie sortiment;0;0;;0;70% corvina, 20% rondinella och 10% oseleta.
8990103;601724;89901;St Bernardus;Witbier;20.80;;330.00;63.03;01/09/2011;0;Öl;Veteöl;Witbier;Flaska;;;Belgien;Brouwerij St Bernard;Brewery International Sweden AB;;;5.50%;BS;Övrigt sortiment;0;0;;0;Korn- och vetemalt samt humle.
8931303;601749;89313;St Bernardus;Abt 12;29.90;;330.00;90.61;01/09/2011;0;Öl;Ale belgisk stil;Abt och kvadrupel;Flaska;;;Belgien;Brouwerij St Bernard;Brewery International Sweden AB;;;10.00%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
8924603;601752;89246;St Bernardus;Prior 8;28.40;;330.00;86.06;01/09/2011;0;Öl;Ale belgisk stil;Dubbel;Flaska;;;Belgien;Brouwerij St Bernard;Brewery International Sweden AB;;;8.00%;BS;Övrigt sortiment;0;0;;0;
8936003;601790;89360;Radeberger;Pilsner;14.50;;330.00;43.94;01/09/2011;0;Öl;Ljus lager;Pilsner - tysk stil;Flaska;;;Tyskland;Radeberger Export-Bierbrauerei;Galatea AB;;;4.80%;BS;Övrigt sortiment;0;0;;0;
7060702;601796;70607;Moncucco;Moscato d'Asti;129.00;;500.00;258.00;01/09/2011;0;Vitt vin;Sött;;Flaska;;Piemonte;Italien;Fontanafredda;Enjoy Wine & Spirits AB;2015;;5.50%;BS;Övrigt sortiment;0;0;;0;
7098601;601989;70986;Burgáns;Albariño;125.00;;750.00;166.67;01/09/2011;0;Vitt vin;;;Flaska;;Rías Baixas;Spanien;Bodegas Martín Códax;Spendrups Bryggeri AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7749701;602009;77497;Secco;Italian Bubbles;119.00;;750.00;158.67;01/09/2011;0;Mousserande vin;Vitt Torrt;;Flaska;;;Italien;Az. Agr. Vigna Dogarina;Handpicked Wines Sweden AB;;;11.00%;BS;Övrigt sortiment;0;0;;0;
7137301;602116;71373;Venta del Puerto;No 12 Seleccion Especial;139.00;;750.00;185.33;01/09/2011;0;Rött vin;;;Flaska;;Valencia;Spanien;Anecoop & Coop;Winepartners Nordic AB;2010;;14.00%;BS;Övrigt sortiment;0;0;;0;
7138001;602136;71380;Venta del Puerto;No 18 Vendimia Seleccionada;159.00;;750.00;212.00;01/09/2011;0;Rött vin;Kryddigt & Mustigt;;Flaska;;Valencia;Spanien;Anecoop & Coop;Winepartners Nordic AB;2008;;14.50%;BS;Övrigt sortiment;0;0;;0;
7072301;602162;70723;TB;Valpolicella Classico Superiore;279.00;;750.00;372.00;01/09/2011;0;Rött vin;;;Flaska;;Venetien;Italien;Tommaso Bussola;Enjoy Wine & Spirits AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7029401;602182;70294;Piandorino;;259.00;;750.00;345.33;01/09/2011;0;Rött vin;;;Flaska;;Toscana;Italien;Pian dell' Orino;TM Kvalitetsviner AB;2014;;14.00%;BS;Övrigt sortiment;0;0;;0;
8922001;602268;89220;St Peter's;India Pale Ale;36.20;;500.00;72.40;01/09/2011;0;Öl;Ale brittisk-amerikansk stil;India pale ale (IPA);Flaska;;England;Storbritannien;St Peter's Brewery;Galatea AB;;;5.50%;BS;Övrigt sortiment;0;0;;0;
8930001;602271;89300;Budéjovický Budvar;Dark Lager;18.90;;500.00;37.80;01/09/2011;0;Öl;Mörk lager;;Flaska;;;Tjeckien;Budéjovický Budvar N P;Galatea AB;;;4.70%;BS;Övrigt sortiment;0;0;;0;
8929803;602296;89298;Helsingborgs;Amber Ale;22.50;;330.00;68.18;01/09/2011;0;Öl;Ale brittisk-amerikansk stil;Amber ale;Flaska;;Skåne län;Sverige;Helsingborgs Bryggeri AB;Helsingborgs Bryggeri AB;;;4.50%;TSLS;Lokalt och småskaligt;0;0;;0;Kornmalt och humle.
72901;602366;729;Aperol;;159.00;;700.00;227.14;05/09/2011;0;Aperitif;;;Flaska;;;Italien;Barbero;Nigab;;;11.00%;FS;Ordinarie sortiment;0;0;;0;
7112701;602501;71127;Rosso di Montalcino;Pian dell' Orino;339.00;;750.00;452.00;01/09/2011;0;Rött vin;;;Flaska;;Toscana;Italien;Pian dell' Orino;TM Kvalitetsviner AB;2011;;14.00%;BS;Övrigt sortiment;0;0;;0;
8631504;602903;86315;Ekologiska Österlensnapsar;;230.00;;500.00;460.00;01/09/2011;0;Kryddad sprit;;;10 fl à 50 ml;;Skåne län;Sverige;Darom AB;Saturnus;;;37.50%;TSLS;Lokalt och småskaligt;1;0;;0;
7103401;603039;71034;Cune;Crianza;130.00;;750.00;173.33;01/09/2011;0;Rött vin;;;Flaska;;Rioja;Spanien;Cune;Haugen-Gruppen AB;2012;;13.00%;BS;Övrigt sortiment;0;0;;0;
7157701;603092;71577;Cune Imperial;Reserva;269.00;;750.00;358.67;01/09/2011;0;Rött vin;;;Flaska;;Rioja;Spanien;Cune;Haugen-Gruppen AB;2009;;13.50%;BS;Övrigt sortiment;0;0;;0;
7007901;603105;70079;Mureda;Tinto;65.00;;750.00;86.67;01/09/2011;0;Rött vin;;;Flaska;Skruvkapsyl;VdlT Castilla;Spanien;Bodegas Mureda;janake wine group AB;2014;;13.00%;BS;Övrigt sortiment;1;0;;0;
7157801;603237;71578;Cune Imperial;Gran Reserva;388.00;;750.00;517.33;01/09/2011;0;Rött vin;;;Flaska;;Rioja;Spanien;Cune;Haugen-Gruppen AB;2008;;13.50%;BS;Övrigt sortiment;0;0;;0;
7108501;603308;71085;Contino;Viña del Olivo;634.00;;750.00;845.33;01/09/2011;0;Rött vin;;;Flaska;;Rioja;Spanien;Viñedos del Contino;Haugen-Gruppen AB;2007;;14.00%;BS;Övrigt sortiment;0;0;;0;
7008101;603313;70081;Mureda;Blanco;65.00;;750.00;86.67;01/09/2011;0;Vitt vin;;;Flaska;Skruvkapsyl;VdlT Castilla;Spanien;Bodegas Mureda;janake wine group AB;2015;;12.50%;BS;Övrigt sortiment;1;0;;0;
7231901;603349;72319;Cune;Gran Reserva;209.00;;750.00;278.67;01/09/2011;0;Rött vin;;;Flaska;;Rioja;Spanien;Cune;Haugen-Gruppen AB;2009;;13.50%;BS;Övrigt sortiment;0;0;;0;
7008201;603408;70082;Mureda;Sauvignon Blanc;75.00;;750.00;100.00;01/09/2011;0;Vitt vin;;;Flaska;;VdlT Castilla;Spanien;Bodegas Mureda;janake wine group AB;2015;;13.00%;BS;Övrigt sortiment;1;0;;0;
7039001;603435;70390;Mureda;Syrah;75.00;;750.00;100.00;01/09/2011;0;Rött vin;;;Flaska;;VdlT Castilla;Spanien;Bodegas Mureda;janake wine group AB;2015;;14.00%;BS;Övrigt sortiment;1;0;;0;
8913001;603652;89130;Öko;Urtrunk;20.70;;500.00;41.40;01/09/2011;0;Öl;Ljus lager;Zwickel, keller- och landbier;Flaska;;;Tyskland;Rother Bräu;Båstad Vinhandel AB;;;4.70%;BS;Övrigt sortiment;1;0;;0;
8991203;603682;89912;Meta;Premium;37.40;;330.00;113.33;01/09/2011;0;Öl;Ljus lager;Internationell stil;Flaska;;;Etiopien;Meta Abo Brewery;World Beer Trading KB;;;5.50%;BS;Övrigt sortiment;0;0;;0;
7063702;603708;70637;Maximo Botrytis Cinerea;Umani Ronchi;169.00;;375.00;450.67;01/09/2011;0;Vitt vin;Sött;;Flaska;;Marche;Italien;Umani Ronchi;Enjoy Wine & Spirits AB;2013;;13.00%;BS;Övrigt sortiment;0;0;;0;
8934901;603747;89349;Ridgeway Bitter;;31.90;;500.00;63.80;01/09/2011;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;;Storbritannien;Ridgeway Brewing;AB Wicked Wine Sweden;;;4.00%;BS;Övrigt sortiment;0;0;;0;
7055001;603799;70550;Vigna Novali;Classico Riserva;179.00;;750.00;238.67;01/09/2011;0;Vitt vin;;;Flaska;;Marche;Italien;Moncaro Terre Cortesi;Winemarket Nordic AB;2012;;14.00%;BS;Övrigt sortiment;0;0;;0;
7096901;603805;70969;Campo delle Mura;;199.00;;750.00;265.33;01/09/2011;0;Rött vin;;;Flaska;;Marche;Italien;Moncaro Terre Cortesi;Winemarket Nordic AB;2007;;13.50%;BS;Övrigt sortiment;0;0;;0;
7619901;604155;76199;Cinzano;Bianco;99.00;;750.00;132.00;01/10/2011;0;Vermouth;Vit söt;;Flaska;;;Italien;Cinzano;Nigab;;;15.00%;BS;Övrigt sortiment;0;0;;0;
7026001;604163;70260;Château Puybarbe;;105.00;;750.00;140.00;01/10/2011;0;Rött vin;;;Flaska;;Bordeaux;Frankrike;;Carovin AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
8972501;604194;89725;Pivovar Herold;Bohemian Black Lager;26.80;;500.00;53.60;01/10/2011;0;Öl;Mörk lager;;Flaska;;;Tjeckien;Pivovar Herold;AB Wicked Wine Sweden;;;5.20%;BS;Övrigt sortiment;0;0;;0;
8963001;604207;89630;Pivovar Herold;Premium Lager;25.80;;500.00;51.60;01/10/2011;0;Öl;Ljus lager;Pilsner - tjeckisk stil;Flaska;;;Tjeckien;Pivovar Herold;AB Wicked Wine Sweden;;;5.00%;BS;Övrigt sortiment;0;0;;0;
7082506;604490;70825;Domìni Veneti;Amarone della Valpolicella Classico;549.00;;1500.00;366.00;01/10/2011;0;Rött vin;;;Magnum;;Venetien;Italien;Cantina Valpolicella Negrar;Carovin AB;2010;;15.00%;BS;Övrigt sortiment;0;0;;0;
7044101;604543;70441;Poeira;;339.00;;750.00;452.00;01/10/2011;0;Rött vin;;;Flaska;;Douro;Portugal;Jorge Manuel Nobre Moreira;AB Wicked Wine Sweden;2008;;14.00%;BS;Övrigt sortiment;0;0;;0;
7028108;604595;70281;Mauro;Chardonnay;224.00;;3000.00;74.67;01/10/2011;0;Vitt vin;;;Box;;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7006401;604598;70064;Gran Mauro;Primitivo;109.00;;750.00;145.33;01/10/2011;0;Rött vin;;;Flaska;;Apulien;Italien;Nordic Sea Winery;Oenoforos AB;2014;;15.00%;BS;Övrigt sortiment;0;0;;0;
7750301;604602;77503;Madreperla;Gran Cuvée Brut Spumante;199.00;;750.00;265.33;01/10/2011;0;Mousserande vin;Vitt Torrt;;Flaska;;;Italien;Moncaro Terre Cortesi;Winemarket Nordic AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
8740102;604610;87401;Fernet;Branca Menta;219.00;;500.00;438.00;01/10/2011;0;Likör;Krydd- och örtlikör;;Flaska;;;Italien;Fratelli Branca;Philipson Söderberg AB;;;28.00%;BS;Övrigt sortiment;0;0;;0;
8745802;604614;87458;De Kuyper;Sour Grapefruit;145.00;;500.00;290.00;01/10/2011;0;Likör;Frukt- och bärlikör;;Flaska;;;Nederländerna;De Kuyper;Nigab;;;15.00%;BS;Övrigt sortiment;0;0;;0;
8554402;604704;85544;Akashi;Blended;489.00;;500.00;978.00;01/10/2011;0;Whisky;Blended;;Flaska;;;Japan;White Oak Distillery;Clydesdale AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8555301;604726;85553;The Balvenie;Portwood 21 Years;1490.00;;700.00;2128.57;01/10/2011;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;The Balvenie;Nigab;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7065301;604797;70653;Brolo del Figaretto;Amarone della Valpolicella Valpantena;419.00;;750.00;558.67;01/10/2011;0;Rött vin;;;Flaska;;Venetien;Italien;Corte Figaretto;Divine AB;2013;;16.00%;BS;Övrigt sortiment;0;0;;0;
7272101;604909;72721;Catena;Malbec;139.00;;750.00;185.33;01/10/2011;0;Rött vin;;;Flaska;Naturkork;Cuyo;Argentina;Bodega Catena Zapata;Vinunic AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;Malbec.
8716901;605423;87169;Berrys';Fijian Rum 9 Years;786.00;;700.00;1122.86;01/10/2011;0;Rom;Mörk;;Flaska;;;Fiji;Berry Bros & Rudd;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8717001;605436;87170;Berrys';Grenada Rum 7 Years;748.00;;700.00;1068.57;01/10/2011;0;Rom;Mörk;;Flaska;;;Grenada;Berry Bros & Rudd;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8725901;605446;87259;Berrys';St Lucia Rum 11 Years;874.00;;700.00;1248.57;01/10/2011;0;Rom;Mörk;;Flaska;;;St Lucia;Berry Bros & Rudd;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
8728401;605449;87284;Berrys';Panama Rum 10 Years;781.00;;700.00;1115.71;01/10/2011;0;Rom;Mörk;;Flaska;;;Panama;Berry Bros & Rudd;Clydesdale AB;;;46.00%;BS;Övrigt sortiment;0;0;;0;
7086001;605466;70860;Whispering Tree;Syrah;125.00;;750.00;166.67;01/10/2011;0;Rött vin;;;Flaska;;Washington State;USA;Wahluke Wine Company;Carovin AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
8505301;605469;85053;The Dalmore;King Alexander III;1899.00;;700.00;2712.86;01/10/2011;0;Whisky;Malt;;Flaska;;Skottland;Storbritannien;Dalmore Distillery;Arcus Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7085401;605646;70854;Corte Figaretto Ripasso;Acini Ameni Valpolicella Superiore Valpantena;209.00;;750.00;278.67;01/10/2011;0;Rött vin;;;Flaska;;Venetien;Italien;Corte Figaretto;Divine AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7065501;605683;70655;Chemin de Moscou;;299.00;;750.00;398.67;01/10/2011;0;Rött vin;;;Flaska;;Languedoc-Roussillon;Frankrike;Domaine Gayda;Divine AB;2014;;14.00%;BS;Övrigt sortiment;1;0;;0;
7023501;605720;70235;Sancerre;Domaine Thomas Le Pierrier;209.00;;750.00;278.67;01/10/2011;0;Vitt vin;;;Flaska;;Loiredalen;Frankrike;Thomas & Fils;Divine AB;2015;;12.50%;BS;Övrigt sortiment;0;0;;0;
7093301;605951;70933;Secateurs;Chenin Blanc;120.00;;750.00;160.00;01/10/2011;0;Vitt vin;;;Flaska;;Western Cape;Sydafrika;A.A. Badenhorst Family Wines;Vinovativa AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
8733301;606748;87333;Plantation;Trinidad;419.00;;700.00;598.57;01/10/2011;0;Rom;Mörk;;Flaska;Naturkork;;Trinidad;Cognac Ferrand;Spendrups Bryggeri AB;2003;;42.00%;FS;Ordinarie sortiment;0;0;;0;
8831303;606790;88313;Flying Dog;Classic Pale Ale;29.70;;355.00;83.66;01/10/2011;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;;USA;Flying Dog Brewery;AB Wicked Wine Sweden;;;5.50%;BS;Övrigt sortiment;0;0;;0;
8735201;606793;87352;Pierre Ferrand;Ambre;444.00;;700.00;634.29;01/10/2011;0;Cognac;;;Flaska;;Cognac;Frankrike;Cognac Ferrand;Spendrups Bryggeri AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8736101;606801;87361;Pierre Ferrand;Esprit des Dieux;751.00;;700.00;1072.86;01/10/2011;0;Cognac;;;Flaska;;Cognac;Frankrike;Cognac Ferrand;Spendrups Bryggeri AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8737401;606813;87374;Pierre Ferrand;Sélection des Anges;869.00;;700.00;1241.43;01/10/2011;0;Cognac;;;Flaska;;Cognac;Frankrike;Cognac Ferrand;Spendrups Bryggeri AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8738201;606819;87382;Hennessy;Fine de Cognac;499.00;;700.00;712.86;01/10/2011;0;Cognac;;;Flaska;;Cognac;Frankrike;Hennessy;Moët Hennessy Sverige AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8860501;606824;88605;Bulmers;Pear Cider;28.80;;568.00;50.70;01/10/2011;0;Cider;Torr och halvtorr;;Flaska;;England;Storbritannien;H P Bulmer;Brewery International Sweden AB;;;4.50%;BS;Övrigt sortiment;0;0;;0;
7096601;607476;70966;Tommasi;Arele Appassimento;181.00;;750.00;241.33;01/10/2011;0;Rött vin;;;Flaska;;Venetien;Italien;Tommasi Viticoltori;Hermansson & Co AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7158701;607810;71587;AltaCima;4.090 Cabernet Sauvignon Carmenère Syrah;89.00;;750.00;118.67;01/10/2011;0;Rött vin;;;Flaska;;Maule;Chile;Viña AltaCima;Sydamerikaviner AB;2007;;13.50%;BS;Övrigt sortiment;0;0;;0;
